Participant;Part_Numb;Modality;IA;Creativity;UCP_N;N;TFD;Fix_count;First_pass;Regression;Reg_Count;ErrorPoints;Severity;ErrorCount;ErrorCounts
P06C;6;HT;zei;Non-UCP;379;2;608,5;2,5;259;2794;0;0;Not;0;No
P06C;6;HT;'Ik;Non-UCP;380;11;124,0909091;0,727272727;113;190,5454545;0;0;Not;0;No
P06C;6;HT;'Het;Non-UCP;381;7;70,85714286;0,428571429;71;70,85714286;0;0;Not;0;No
P06C;6;HT;de;Reproduction;152;2;99;0,5;99;158,5;0;0;Not;0;No
P06C;6;HT;ook.;Non-UCP;382;1;102;1;102;102;0;0;Not;0;No
P06C;6;HT;Ik;Non-UCP;383;6;458,1666667;2,333333333;151;278,5;0,5;0;Not;0;No
P06C;6;HT;'Hoera,';Non-UCP;384;3;345;2;164;256;1,333333333;0;Not;0;No
P06C;6;HT;op;Reproduction;153;3;280,6666667;1;117;1714;0,333333333;0;Not;0;No
P06C;6;HT;'U;Non-UCP;385;7;83,57142857;0,428571429;61;123,4285714;0;0;Not;0;No
P06C;6;HT;'Wie;CS;154;6;161,8333333;0,666666667;130;161,8333333;0,166666667;5;Major;1;Yes
P06C;6;HT;nou;Non-UCP;386;5;119;0,6;119;189,8;0;5;Major;1;Yes
P06C;6;HT;Hij;Reproduction;155;9;342,7777778;1,555555556;161;696,8888889;0,333333333;0;Not;0;No
P06C;6;HT;'Ik;Reproduction;156;4;121,5;0,5;122;121,5;0;0;Not;0;No
P06C;6;HT;te;Non-UCP;387;31;257,0322581;1,193548387;139;386,3548387;0,258064516;5;Major;1;Yes
P06C;6;HT;Dokter;Non-UCP;388;13;138,8461538;0,846153846;89;150,0769231;0;0;Not;0;No
P06C;6;HT;'Gelooft;Non-UCP;389;9;249,2222222;1,222222222;132;348,1111111;0,222222222;0;Not;0;No
P06C;6;HT;'O,;Non-UCP;390;1;211;1;211;211;0;0;Not;0;No
P06C;6;HT;ik;Reproduction;157;4;202,75;0,75;203;282,25;0,5;0;Not;0;No
P06C;6;HT;zei;Non-UCP;391;2;371,5;1,5;238;452;0;0;Not;0;No
P06C;6;HT;vlak.;CS;158;1;0;0;0;0;0;0;Not;0;No
P06C;6;HT;'Zou;Non-UCP;392;7;199,5714286;0,857142857;144;250,8571429;0,142857143;0;Not;0;No
P06C;6;HT;goeie;Reproduction;159;3;46;0,333333333;46;46;0;0;Not;0;No
P06C;6;HT;toen;Non-UCP;393;21;205,5714286;1;146;200,6666667;0,047619048;0;Not;0;No
P06C;6;HT;Weet;Non-UCP;394;4;325,5;1,5;152;861,5;0,25;0;Not;0;No
P06C;6;HT;steenvruchtje;Reproduction;160;1;230;1;230;677;1;0;Not;0;No
P06C;6;HT;is,;Non-UCP;395;6;170,3333333;1,166666667;143;279,1666667;0,5;0;Not;0;No
P06C;6;HT;'Nee,';Non-UCP;396;3;225,6666667;1,333333333;123;138,3333333;0,333333333;0;Not;0;No
P06C;6;HT;nukkig.;Reproduction;161;1;231;1;231;540;0;0;Not;0;No
P06C;6;HT;'Een;Non-UCP;397;5;222,6;1;75;121,4;0;0;Not;0;No
P06C;6;HT;een;Reproduction;162;14;244,5714286;1,071428571;162;313,8571429;0;0;Not;0;No
P06C;6;HT;zei;Non-UCP;398;2;627;1;627;627;1;0;Not;0;No
P06C;6;HT;'Zonder;Non-UCP;399;2;996,5;3,5;252;1605,5;0;0;Not;0;No
P06C;6;HT;zou;Reproduction;163;18;158,6111111;0,722222222;134;181,9444444;0,111111111;0;Not;0;No
P06C;6;HT;Stelt;Non-UCP;400;5;156,4;0,4;156;187,2;0;0;Not;0;No
P06C;6;HT;Wehling;Non-UCP;401;10;106,7;0,5;107;163,2;0,1;0;Not;0;No
P06C;6;HT;'In;Non-UCP;402;8;523,875;2,5;206;375;1;0;Not;0;No
P06C;6;HT;zich;CS;164;3;453;2,333333333;108;370;0,333333333;0;Not;0;No
P06C;6;HT;en;Non-UCP;403;10;464,4;2;201;320,8;0,3;0;Not;0;No
P06C;6;HT;voor;CS;165;2;343,5;1,5;106;2331,5;0;0;Not;0;No
P06C;6;HT;en;Non-UCP;404;12;184,9166667;1;105;141,1666667;0,25;0;Not;0;No
P06C;6;HT;recht;Reproduction;166;8;339,875;1,25;216;737,375;0,5;0;Not;0;No
P06C;6;HT;staan;Non-UCP;405;1;736;4;257;257;0;0;Not;0;No
P06C;6;HT;En;Non-UCP;406;10;231,5;1,1;119;386,5;0,1;0;Not;0;No
P06C;6;HT;'Ik;Non-UCP;407;7;145,2857143;0,714285714;110;176,1428571;0;0;Not;0;No
P06C;6;HT;'Ik;Non-UCP;408;5;130,2;0,4;130;130,2;0;0;Not;0;No
P06C;6;HT;'Maar;Non-UCP;409;7;127,7142857;0,714285714;105;127,7142857;0,142857143;0;Not;0;No
P06C;6;HT;'Dat;Non-UCP;410;5;177,6;1;147;287,4;0,2;1;Minor;1;Yes
P06C;6;HT;'Ik;Non-UCP;411;10;213;0,8;161;213;0,1;0;Not;0;No
P06C;6;HT;'Niemand;Non-UCP;412;17;173,4117647;0,882352941;121;247,8235294;0,058823529;0;Not;0;No
P06C;6;HT;'Ik;Non-UCP;413;10;312,4;1,4;238;410,2;0,4;0;Not;0;No
P06C;6;HT;'Wat?';Non-UCP;414;3;73;0,333333333;73;73;0;0;Not;0;No
P06C;6;HT;'Ik;Non-UCP;415;14;97,5;0,642857143;98;116,9285714;0,142857143;0;Not;0;No
P06C;6;HT;'Dan;Non-UCP;416;6;187,8333333;1;144;297,8333333;0,333333333;0;Not;0;No
P06C;6;HT;'U;Non-UCP;417;6;98,66666667;0,5;58;98,66666667;0;0;Not;0;No
P06C;6;HT;'Sorry.';Non-UCP;418;1;223;1;223;223;0;0;Not;0;No
P06C;6;HT;Hij;Non-UCP;419;18;164,8333333;0,833333333;150;192,1666667;0,111111111;1;Minor;1;Yes
P06C;6;HT;'Ik;Non-UCP;420;5;163;0,8;55;163;0;0;Not;0;No
P06C;6;HT;ethisch;CS;167;3;658,3333333;3,333333333;208;362,6666667;0,333333333;0;Not;0;No
P06C;6;HT;zei;Non-UCP;421;2;130,5;0,5;131;574;0;0;Not;0;No
P06C;6;HT;'Dat;Non-UCP;422;8;100,625;0,625;67;177;0,125;1;Minor;1;Yes
P06C;6;HT;'Dat;Non-UCP;423;16;201,9375;0,6875;150;302,8125;0;1;Minor;1;Yes
P06C;6;HT;'Hij;Non-UCP;424;6;143,5;0,5;144;143,5;0;0;Not;0;No
P06C;6;HT;gelukkige,;Reproduction;168;6;353,3333333;1,5;206;439,6666667;0;0;Not;0;No
P06C;6;HT;wonen,;Non-UCP;425;3;402,6666667;1,333333333;294;649,3333333;0,666666667;0;Not;0;No
P06C;6;HT;In;Non-UCP;426;7;341,1428571;1,714285714;186;546,5714286;0,571428571;1;Minor;1;Yes
P06C;6;HT;Hij;Non-UCP;427;4;362,25;1,75;176;460,75;1;0;Not;0;No
P06C;6;HT;'Twee;Non-UCP;428;23;291,3478261;1,260869565;200;331,0434783;0,391304348;0;Not;0;No
P06C;6;HT;Tegenwoordig;Non-UCP;429;4;615,75;2;227;643;0;0;Not;0;No
P06C;6;HT;vrede;Reproduction;169;3;274,3333333;1,333333333;151;382;0;0;Not;0;No
P06C;6;HT;voor;Non-UCP;430;8;123,5;0,5;124;123,5;0,25;0;Not;0;No
P06C;6;HT;onze;Reproduction;170;6;250,7142857;1,285714286;85;212,7142857;0,142857143;0;Not;0;No
P06C;6;HT;Hij;Non-UCP;431;2;369;2;75;223;0;0;Not;0;No
P06C;6;HT;stralend.;Reproduction;171;1;197;1;197;197;0;0;Not;0;No
P06C;6;HT;De;Non-UCP;432;13;149,3846154;0,692307692;149;184,6923077;0,153846154;0;Not;0;No
P06C;6;HT;Wehling;Reproduction;172;5;308;1,8;155;350,6;0,6;0;Not;0;No
P06C;6;HT;'Nu;CS;173;11;556,7272727;2,181818182;220;1085;0,727272727;0;Not;0;No
P06C;6;HT;zei;Non-UCP;433;2;181,5;0,5;182;256,5;0;0;Not;0;No
P06C;6;HT;En;Non-UCP;434;7;184,8571429;1,142857143;134;464;0,428571429;0;Not;0;No
P06C;6;HT;'Het;Reproduction;174;5;135,4;0,2;135;135,4;0;0;Not;0;No
P06C;6;HT;zei;Non-UCP;435;7;209,8571429;1;186;236,4285714;0,142857143;0;Not;0;No
P06C;6;HT;'Zo!;Reproduction;175;4;250;1;152;324,25;0;0;Not;0;No
P06C;6;HT;En;Non-UCP;436;17;191,2941176;0,882352941;124;249,1764706;0,117647059;0;Not;0;No
P06C;6;HT;Er;Reproduction;176;4;190,25;0,75;98;190,25;0;0;Not;0;No
P06C;6;HT;Kennelijk;Non-UCP;437;6;177;0,833333333;151;177;0;0;Not;0;No
P06C;6;HT;De;Non-UCP;438;12;114,5;0,583333333;92;266,4166667;0;1;Minor;1;Yes
P06C;6;HT;armzalige;Reproduction;177;2;211;1;211;305,5;0;1;Minor;1;Yes
P06C;6;HT;Hij;Reproduction;178;26;455,5384615;2;174;430,4615385;0,615384615;0;Not;0;No
P06C;6;HT;je;Non-UCP;439;23;99,52173913;0,52173913;80;276;0;0;Not;0;No
P06C;6;HT;Alle;Non-UCP;440;9;237,1111111;1,111111111;132;237;0,111111111;0;Not;0;No
P06C;6;HT;Ongetwijfeld;Non-UCP;441;12;163,3333333;0,75;160;163,3333333;0;0;Not;0;No
P06C;6;HT;Hij;Reproduction;179;13;149,3846154;0,769230769;139;161,7692308;0,076923077;0;Not;0;No
P06C;6;HT;Hij;Non-UCP;442;19;245,8421053;0,947368421;157;289,2105263;0,105263158;1;Minor;1;Yes
P06C;6;HT;Toen;Non-UCP;443;3;95;0,666666667;95;95;0;0;Not;0;No
P06C;6;HT;dat;Reproduction;180;6;247,6666667;0,833333333;152;286,8333333;0;0;Not;0;No
P06C;6;HT;van;Non-UCP;444;16;118,5;0,625;114;118,5;0;1;Minor;1;Yes
P06C;6;HT;Hij;Non-UCP;445;11;104,5454545;0,727272727;90;288,1818182;0,090909091;0;Not;0;No
P06C;6;HT;Maar;Non-UCP;446;8;85;0,375;85;120,375;0;0;Not;0;No
P06C;6;HT;Toen;Non-UCP;447;6;151,3333333;0,833333333;90;287,5;0,166666667;0;Not;0;No
P06C;6;HT;telefooncel;Reproduction;181;1;275;1;275;275;0;0;Not;0;No
P06C;6;HT;in;Non-UCP;448;6;92,5;0,5;73;92,5;0;0;Not;0;No
P06C;6;HT;Hij;Non-UCP;449;10;110;0,7;70;123,1;0;1;Minor;1;Yes
P06C;6;HT;2;Non-UCP;450;6;575;1,166666667;315;575;0,166666667;0;Not;0;No
P06C;6;HT;'Federale;Non-UCP;451;11;270,7272727;1,181818182;134;312;0,090909091;1;Minor;1;Yes
P06C;6;HT;'Kan;Non-UCP;452;11;268,2727273;1,363636364;201;468,1818182;0,545454545;0;Not;0;No
P06C;6;HT;'We;Non-UCP;453;6;267,1666667;1,166666667;186;247,6666667;0,5;0;Not;0;No
P06C;6;HT;een;CS;182;5;142,2;0,6;142;362,8;0;0;Not;0;No
P06C;6;HT;meneer,';Non-UCP;454;3;240;1;240;240;0;0;Not;0;No
P06C;6;HT;'Misschien;Non-UCP;455;6;146;0,833333333;110;197,3333333;0;0;Not;0;No
P06C;6;HT;'Goed,';Non-UCP;456;4;229,25;1,25;163;285,75;0,5;0;Not;0;No
P06C;6;HT;'plan;Reproduction;183;4;151,25;1;131;187;0,5;0;Not;0;No
P06C;6;HT;alstublieft.';Non-UCP;457;1;306;2;153;585;0;0;Not;0;No
P06C;6;HT;En;Non-UCP;458;9;132,2222222;0,555555556;132;132,2222222;0,111111111;0;Not;0;No
P06C;6;HT;'Dank;Non-UCP;459;7;105,1428571;0,571428571;105;128,2857143;0,142857143;0;Not;0;No
P06C;6;HT;'Uw;Reproduction;184;13;187,6153846;1,076923077;158;263,6923077;0,153846154;0;Not;0;No
P06C;6;HT;Maar;Reproduction;185;10;245,3;1;127;324,2;0,2;1;Minor;1;Yes
P07B;7;MT;2BR02B;Reproduction;1;1;197;3;103;197;1;0;Not;0;No
P07B;7;MT;Alles_..._gezet;Reproduction;2;6;237,8333333;1,166666667;223,17;237,8333333;0;5;Major;1;Yes
P07B;7;MT;Er_waren_..._geen_oorlogen;Non-UCP;186;15;245;1,466666667;150,64;348,6666667;0,066666667;5;Major;1;Yes
P07B;7;MT;Alle_ziekten_werden_overwonnen;Non-UCP;187;4;357,75;1,25;142,75;357,75;0;1;Minor;1;Yes
P07B;7;MT;Net_als_de_ouderdom;Reproduction;3;4;153,25;0,75;153,25;153,25;0;1;Minor;1;Yes
P07B;7;MT;Dood_..._ongelukken;Reproduction;4;5;338;1,6;262,6;313,2;0,2;5;Major;1;Yes
P07B;7;MT;was_een_avontuur_voor;Non-UCP;188;4;376,25;1,5;168;284,25;0,25;5;Major;1;Yes
P07B;7;MT;vrijwilligers;Reproduction;5;1;416;2;221;908;0;0;Not;0;No
P07B;7;MT;De_bevolking_van_de_Verenigde_Staten;Non-UCP;189;6;142,6666667;0,833333333;117,17;142,6666667;0;1;Minor;1;Yes
P07B;7;MT;werd_op_gestabiliseerd;Reproduction;6;3;312,3333333;1,666666667;130;555,6666667;0;0;Not;0;No
P07B;7;MT;veertig_miljoen_zielen;Non-UCP;190;3;370;1,666666667;198,67;312,3333333;0;0;Not;0;No
P07B;7;MT;Op_een_heldere_ochtnd_in_het;Non-UCP;191;6;29,83333333;0,166666667;35,8;29,83333333;0;1;Minor;1;Yes
P07B;7;MT;Chicago_Liein_Hospitral;Reproduction;7;3;439,6666667;2,333333333;176;439,6666667;0;1;Minor;1;Yes
P07B;7;MT;wachtte_een_man_die;Non-UCP;192;4;190;1;224;164,75;0,25;1;Minor;1;Yes
P07B;7;MT;Edward_K_heette_Wehling_Jr;Reproduction;8;5;382,2;2;272;260,6;0;0;Not;0;No
P07B;7;MT;wachtte_tot_zijn_vrouw_zou_bevallen;Reproduction;9;6;180,3333333;0,833333333;116;180,3333333;0;1;Minor;1;Yes
P07B;7;MT;Hij_was;Non-UCP;193;2;70;1;47,5;70;0;0;Not;0;No
P07B;7;MT;de_enige_die_wachtte;CS;10;4;102,25;0,75;66,5;102,25;0;0;Not;0;No
P07B;7;MT;Er_werden_..._per_dag_geboren;Reproduction;11;9;224,4444444;1,111111111;170,11;224,4444444;0;0;Not;0;No
P07B;7;MT;Wehling_was_zesenvijftig;Non-UCP;194;3;424;2,666666667;163,67;390;0,333333333;0;Not;0;No
P07B;7;MT;niet_meer_dan_een_stripteasenummer;Reproduction;12;5;278,4;1,4;123;278,4;0;5;Major;1;Yes
P07B;7;MT;in_een+bevolking_..._jaar_oud_was;Non-UCP;195;9;328,5555556;1,555555556;197,44;337,1111111;0,111111111;0;Not;0;No
P07B;7;MT;Op_de;Non-UCP;196;2;0;0;0;0;0;0;Not;0;No
P07B;7;MT;röntgenfoto's;Reproduction;13;1;642;4;45;642;0;0;Not;0;No
P07B;7;MT;was_gebleken_..._zou_krijgen;Non-UCP;197;8;330,5;1,625;185,63;311;0;1;Minor;1;Yes
P07B;7;MT;De_kinderen_..._eerste_zijn;Non-UCP;198;6;234,6666667;1,333333333;153,67;234,6666667;0;1;Minor;1;Yes
P07B;7;MT;De_jonge_Wehling_zat;Non-UCP;199;4;290;1,5;155,25;290;0;0;Not;0;No
P07B;7;MT;ineengedoken_in_..._zijn_hand;Reproduction;14;10;225;1;191,8;186,4;0,1;1;Minor;1;Yes
P07B;7;MT;Hij_was;Non-UCP;200;2;348;1;348;348;0;1;Minor;1;Yes
P07B;7;MT;Zo_verfomfaaid_..._en_kleurloos;Reproduction;15;6;268,6666667;1;232,5;337,5;0,166666667;0;Not;0;No
P07B;7;MT;dat_hij_praktisch_onzichtbaar_was;Reproduction;16;5;194,8;1;194,8;272;0;0;Not;0;No
P07B;7;MT;Zijn_camouflage_was_perfect_want_in_de;Non-UCP;201;11;196,9090909;1,181818182;159,36;186,8181818;0;0;Not;0;No
P07B;7;MT;wanordelijke_en_gedemoraliseerde_sfeer;Reproduction;17;4;507,25;2,5;150,5;580,25;0;0;Not;0;No
P07B;7;MT;Stoelen_en_asbakken_waren_van_de_muren_weggehaald.;Non-UCP;202;8;349,625;2;189,88;14,875;0,375;1;Minor;1;Yes
P07B;7;MT;De_vloer_was_geplaveid_met;Non-UCP;203;5;243,2;1;226;42,4;0,2;1;Minor;1;Yes
P07B;7;MT;bespetterde_druppels.;Reproduction;18;2;125;1;74;125;0;5;Major;1;Yes
P07B;7;MT;De_kamer_werd;Non-UCP;204;3;597,6666667;3;329,67;590,3333333;0;0;Not;0;No
P07B;7;MT;opnieuw_ingericht.;Reproduction;19;2;356,5;1,5;237,5;343,5;0;1;Minor;1;Yes
P07B;7;MT;Het_werd_gerenoveerd_als_een_herdenkingsdienst_voor_een_man_die_zich_vrijwillig_had_aangeboden_om_te_sterven.;Non-UCP;205;17;134,5882353;0,705882353;143,94;584,7647059;0;1;Minor;1;Yes
P07B;7;MT;Een_sardonische_oude_man,;Reproduction;20;4;174,5;1,25;99,75;174,5;0,25;0;Not;0;No
P07B;7;MT;ongeveer_tweehonderd_jaar_oud,_zat_op_een_ladder_en_schilderde_een_muurschildering_die_hem_niet_beviel.;Non-UCP;206;16;184,8125;1;152,38;236,3125;0;0;Not;0;No
P07B;7;MT;In_de_tijd_dat;Reproduction;21;4;94,75;0,5;94,75;94,75;0;0;Not;0;No
P07B;7;MT;mensen_zichtbaar_ouder_werden,_zouden_ze_gedacht_hebben_dat_hij_een_jaar_of_vijfendertig_was.;Non-UCP;207;15;238,9333333;1,066666667;195,4;279,8;0,133333333;1;Minor;1;Yes
P07B;7;MT;Het_ouder_worden_had_hem_dat_gevoel_gegeven,_nog_voor_het_geneesmiddel_voor_het_ouder_worden_was_gevonden.;Reproduction;22;8;279,25;1,25;214,125;214,125;0,125;5;Major;1;Yes
P07B;7;MT;nog_voor_het_geneesmiddel_voor_het_ouder_worden_was_gevonden.;Non-UCP;452;10;255,1;1,2;185;185;0,2;0;Not;0;No
P07B;7;MT;De_muurschildering;Reproduction;23;2;272;2;53;272;0;0;Not;0;No
P07B;7;MT;waar_hij_mee_bezig_was,_stelde_een_keurige_tuin_voor.;Non-UCP;208;10;204,6;1,1;106;204,6;0;0;Not;0;No
P07B;7;MT;Mannen_en_vrouwen_in_het_wit,_artsen_en_verpleegsters,;Reproduction;24;9;200,8888889;0,888888889;169,44;200,8888889;0,111111111;0;Not;0;No
P07B;7;MT;die_de_aarde_hebben_omgespit,_zaailingen_hebben_geplant,_insecten_bespoten_en_mest_hebben_gestrooid.;Reproduction;25;14;335,7857143;1,642857143;151,21;441,7857143;0,428571429;5;Major;1;Yes
P07B;7;MT;Mannen_en_vrouwen_in_hakten_planten_neer_die_oud_en_ziekelijk_waren,_harkten_bladeren_en_vervoerden_afval_naar;Non-UCP;209;18;193,6111111;1,055555556;166,94;203,6666667;0,166666667;0;Not;0;No
P07B;7;MT;paars_uniform_trokken_onkruid_op,;Reproduction;26;5;152,6;1;105,8;152,6;0,2;1;Minor;1;Yes
P07B;7;MT;vuilverbranders.;Reproduction;27;1;1379;7;258;4322;1;1;Minor;1;Yes
P07B;7;MT;Nooit,_nooit,_nooit_-;Reproduction;28;3;335;1,333333333;226,67;335;0;1;Minor;1;Yes
P07B;7;MT;zelfs_niet_in_het_middeleeuwse_Holland_of_het_oude_Japan_-_was_er;Non-UCP;210;12;192,5833333;1;152,17;300,25;0;1;Minor;1;Yes
P07B;7;MT;een_meer_formele_tuin_geweest,_die_beter_onderhouden_was.;Reproduction;29;9;191;1;153,33;222;0,111111111;0;Not;0;No
P07B;7;MT;Elke_plant_had_alle;Non-UCP;211;4;332,25;2;177,25;294;0,75;1;Minor;1;Yes
P07B;7;MT;leem,_licht,_water,_lucht_en_voedsel_die_hij_kon_gebruiken.;Reproduction;30;10;113,2;0,6;150,6;113,2;0;0;Not;0;No
P07B;7;MT;Er_kwam_een_ziekenhuisklerk_de_gang_in,;Reproduction;31;7;203,7142857;1;132;188,7142857;0,142857143;1;Minor;1;Yes
P07B;7;MT;die_zachtjes_een_populair_liedje_zong:;Non-UCP;212;6;296,5;1,666666667;170,83;314;0;1;Minor;1;Yes
P07B;7;MT;Als_mijn_kussen_je_niet_aanstaan,_schat,;Reproduction;32;7;351,4285714;1,857142857;125,43;351,4285714;0;0;Not;0;No
P07B;7;MT;Ik_zal_het_volgende_doen:;Reproduction;33;5;205,4;1;161,2;205,4;0;0;Not;0;No
P07B;7;MT;Ik_ga_naar_een_meisje_in_het_paars,;Reproduction;34;8;132,25;0,875;114,5;132,25;0;1;Minor;1;Yes
P07B;7;MT;Kus_deze_treurige_wereld_poede-oo;Reproduction;35;5;430,8;2;232,4;430,8;0;0;Not;0;No
P07B;7;MT;Als_je_mijn_lovin_niet_wilt;Reproduction;36;6;305;1,333333333;213,83;305;0;5;Major;1;Yes
P07B;7;MT;Waarom_zou_ik_al_die_ruimte_in_beslag_nemen;Reproduction;37;9;196,6666667;0,888888889;172,33;196,6666667;0;1;Minor;1;Yes
P07B;7;MT;Ik_ga_van_deze_oude_planeet_af;Reproduction;38;7;260,4285714;1,142857143;182,14;260,4285714;0;0;Not;0;No
P07B;7;MT;Laat_de_een_of_andere_lieve_baby_mijn_plaats_innemen;Reproduction;39;10;267,6;1,1;208,2;267,6;0;0;Not;0;No
P07B;7;MT;De_broeder;Non-UCP;213;2;188;1;89;188;0,5;1;Minor;1;Yes
P07B;7;MT;keek_naar;CS;40;2;233,5;1;233,5;233,5;0;0;Not;0;No
P07B;7;MT;de_muurschildering_en_de_muurschilder;Reproduction;41;5;320,8;1,6;126,6;489,4;0;0;Not;0;No
P07B;7;MT;Ziet_er_zo_echt_uit_zei_hij;Non-UCP;214;7;156,2857143;0,714285714;134;156,2857143;0;0;Not;0;No
P07B;7;MT;Ik_kan_me_..._er_middenin_sta;Non-UCP;215;10;145,1;0,8;145,1;145,1;0;0;Not;0;No
P07B;7;MT;Waarom_denkt;Non-UCP;216;2;239,5;1;239,5;239,5;0;0;Not;0;No
P07B;7;MT;u_u;CS;42;2;123,5;0,5;123,5;123,5;0;1;Minor;1;Yes
P07B;7;MT;dat;Non-UCP;217;1;223;1;223;223;0;0;Not;0;No
P07B;7;MT;er_niet_..._de_schilder;Non-UCP;218;8;122,625;0,625;122,63;122,625;0;0;Not;0;No
P07B;7;MT;Er_verscheen;Non-UCP;219;2;106,5;0,5;106,5;106,5;0;5;Major;1;Yes
P07B;7;MT;een_satirische_glimlach;Reproduction;43;3;260;1,333333333;222,67;260;0,333333333;0;Not;0;No
P07B;7;MT;op_zijn_gezicht;Non-UCP;220;3;249;1,333333333;116;357,6666667;0,333333333;1;Minor;1;Yes
P07B;7;MT;Het_heet;Non-UCP;221;2;187,5;1;122,5;187,5;0,5;0;Not;0;No
P07B;7;MT;De_Gelukkige_Tuin_des_Levens;Reproduction;44;5;97,6;0,4;97,6;89,6;0;0;Not;0;No
P07B;7;MT;weet_je;Reproduction;45;2;91,5;0,5;91,5;146,5;0;0;Not;0;No
P07B;7;MT;Dat_is_oged_van;Reproduction;46;4;202,25;1;173;173;0,5;1;Minor;1;Yes
P07B;7;MT;dokter_Hitz;Reproduction;47;2;237,5;1,5;180,5;642;0;5;Major;1;Yes
P07B;7;MT;zei_de_broeder;Non-UCP;222;3;169;1;84;169;0;5;Major;1;Yes
P07B;7;MT;Hij_doelde_..._het_wit;Non-UCP;223;10;225,1;1,4;143,3;225,1;0;0;Not;0;No
P07B;7;MT;wiens_hoofd_een_portret_was_van;Reproduction;48;6;116,1666667;0,666666667;62,5;116,1666667;0,166666667;1;Minor;1;Yes
P07B;7;MT;dokter_Benjamin_Hitz;Non-UCP;224;3;214,3333333;1;146,67;214,3333333;0;1;Minor;1;Yes
P07B;7;MT;de_hoofdpatholoog;Reproduction;49;2;618,5;3;71,5;410;1;0;Not;0;No
P07B;7;MT;van_het_ziekenhuis;Non-UCP;225;3;590;2,333333333;169,67;1002,333333;0;5;Major;1;Yes
P07B;7;MT;Hitz_was;Non-UCP;226;2;226,5;1,5;106;226,5;0;1;Minor;1;Yes
P07B;7;MT;een_oogverblindend_knappe_ma;Reproduction;50;4;315;1,75;128,25;1515;0;0;Not;0;No
P07B;7;MT;Er_zijn;Non-UCP;227;2;268,5;1;120,5;268,5;0,5;0;Not;0;No
P07B;7;MT;nog;Reproduction;51;1;187;1;187;187;0;0;Not;0;No
P07B;7;MT;heel_wat_gezichten;Non-UCP;228;3;211,6666667;1,333333333;163;453;0;0;Not;0;No
P07B;7;MT;om_in_te_vullen;Reproduction;52;4;123,25;0,75;123,25;123,25;0;0;Not;0;No
P07B;7;MT;zei_de_broeder;Non-UCP;229;3;413;2;136,67;332;0,333333333;0;Not;0;No
P07B;7;MT;Hij_bedoelde_..._op_de_muur;Non-UCP;230;13;146,5384615;0,846153846;116,77;192,6923077;0,153846154;0;Not;0;No
P07B;7;MT;nog_steeds_uitdrukkingsloos;Reproduction;53;3;274;1,333333333;218,67;274;0;1;Minor;1;Yes
P07B;7;MT;waren;Non-UCP;231;1;270;2;173;270;0;5;Major;1;Yes
P07B;7;MT;Alle_lege_pllekken_..._ziekenhuispersoneel_CHECK;Non-UCP;232;16;210,3125;1,0625;166,56;220,375;0,125;0;Not;0;No
P07B;7;MT;het_bureau_..._Bureau_of_Termination;Reproduction;54;9;221,6666667;1;200,56;221,6666667;0;0;Not;0;No
P07B;7;MT;Het_moet_..._zo_uitzien;Reproduction;55;13;180,4615385;1;124,57;180,4615385;0;1;Minor;1;Yes
P07B;7;MT;zei_de_broeder;Non-UCP;233;3;159;0,666666667;95;159;0;1;Minor;1;Yes
P07B;7;MT;Het_gezicht_vertrok_van_minachting;Reproduction;56;5;320;1,4;162,2;320;0;0;Not;0;No
P07B;7;MT;van_de_schilder;Non-UCP;234;3;73,33333333;0,333333333;73,33333333;73,33333333;0;0;Not;0;No
P07B;7;MT;Denk_je;Reproduction;57;2;96;0,5;96;96;0;0;Not;0;No
P07B;7;MT;dat_ik_trots_ben_op;Non-UCP;235;5;119,2;0,6;119,2;76,6;0,2;0;Not;0;No
P07B;7;MT;dat_spul;CS;58;2;208;1;77,5;314,5;0;0;Not;0;No
P07B;7;MT;vroeg_hhij;Non-UCP;236;2;220,5;1;112,5;220,5;0;1;Minor;1;Yes
P07B;7;MT;Denk_je_day_dit_mijn_..._werkelijk_uitziet;Non-UCP;237;14;152,4285714;0,642857143;133,93;188,6428571;0,071428571;0;Not;0;No
P07B;7;MT;Wat_is_uw_..._de_broeder;Non-UCP;238;12;174,9166667;0,916666667;121,92;174,9166667;0;0;Not;0;No
P07B;7;MT;De_schilder_gebaarde_naar;Non-UCP;239;4;198,25;0,75;198,25;198,25;0;0;Not;0;No
P07B;7;MT;een_smerig_stuk_zeildoek;CS;60;4;239,25;1;239,35;239,25;0;0;Not;0;No
P07B;7;MT;Dat_is_een_goede_foto;Reproduction;61;5;202,4;1;156;202,4;0;1;Minor;1;Yes
P07B;7;MT;zei_hij;Non-UCP;240;2;110;0,5;110;110;0,5;5;Major;1;Yes
P07B;7;MT;Als_je_dat_doet_krijg_je_een_beeld;Non-UCP;241;8;149,125;0,875;149,13;149,125;0;0;Not;0;No
P07B;7;MT;dat_heel_wat_eerlijker_is_dan_dit;CS;62;7;294,4285714;1,714285714;147,83;247,4285714;0,571428571;5;Major;1;Yes
P07B;7;MT;U_bent;Non-UCP;242;2;88;0,5;88;88;0,5;0;Not;0;No
P07B;7;MT;een_sombere_oude_eend;Reproduction;63;4;222,75;1;222,75;266,75;0;0;Not;0;No
P07B;7;MT;nietwaar_zei_de_broeder;Non-UCP;243;4;252,75;1;216,25;252,75;0;1;Minor;1;Yes
