Participant;Part_Numb;Modality;TFD;Fix_count;First_pass;Regression;Reg_Count;IA;Creativity;Errors;Errors.check;Error_Type;Severity;Errorcombination;ErrorPoint;ErrorCount;Freq
P03C;3;HT;0;0;0;0;0;zou;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P03C;3;HT;166;1;166;166;0;kunnen;Non-UCP;Not;1;Not;Not;Not;0;0;6,26
P03C;3;HT;112;1;112;112;0;plakken?;Reproduction;Not;1;Not;Not;Not;0;0;3,95
P03C;3;HT;164;1;164;164;0;Er;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;6,78
P03C;3;HT;290;1;290;290;0;staan;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;5,71
P03C;3;HT;0;0;0;0;0;er;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;6,78
P03C;3;HT;172;1;172;172;1;nog;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;6,53
P03C;3;HT;0;0;0;0;0;een;CS;Error;2;Accuracy;Major;AccMaj;5;1;7,41
P03C;3;HT;224;1;224;224;1;paar;CS;Error;2;Accuracy;Major;AccMaj;5;1;5,62
P03C;3;HT;82;1;82;82;0;open;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;5,5
P03C;3;HT;0;0;0;0;0;Ze;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,69
P03C;3;HT;230;1;230;230;0;staarde;Non-UCP;Not;1;Not;Not;Kudos;0;0;2,82
P03C;3;HT;566;3;292;566;0;mismoedig;Non-UCP;Not;1;Not;Not;Kudos;0;0;2,02
P03C;3;HT;98;1;98;98;0;naar;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,65
P03C;3;HT;146;1;146;146;0;de;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,73
P03C;3;HT;188;1;188;188;1;muurschildering;Non-UCP;Not;1;Not;Not;Kudos;0;0;3,28
P03C;3;HT;446;3;132;446;0;Jeetje;Reproduction;Not;1;Not;Not;Not;0;0;4,1
P03C;3;HT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P03C;3;HT;234;1;234;234;0;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P03C;3;HT;0;0;0;0;0;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P03C;3;HT;510;2;290;290;0;zien;Non-UCP;Not;1;Not;Not;Not;0;0;6,05
P03C;3;HT;464;2;192;464;0;er;Non-UCP;Not;1;Not;Not;Not;0;0;6,78
P03C;3;HT;0;0;0;0;0;allemaal;Non-UCP;Not;1;Not;Not;Not;0;0;5,71
P03C;3;HT;184;1;184;184;0;hetzelfde;Non-UCP;Not;1;Not;Not;Not;0;0;5,24
P03C;3;HT;168;1;168;168;0;uit;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P03C;3;HT;142;1;142;142;0;Ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;0;0;0;0;0;weet;Non-UCP;Not;1;Not;Not;Not;0;0;5,89
P03C;3;HT;548;2;292;548;0;helemaal;Non-UCP;Not;1;Not;Not;Not;0;0;5,62
P03C;3;HT;158;1;158;158;0;niets;Non-UCP;Not;1;Not;Not;Not;0;0;5,65
P03C;3;HT;126;1;126;126;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;272;2;82;272;0;kunst;Non-UCP;Not;1;Not;Not;Not;0;0;4,98
P03C;3;HT;96;1;96;96;0;Een;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;7,41
P03C;3;HT;362;1;362;362;0;lichaam;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;5,23
P03C;3;HT;210;1;210;210;0;blijft;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;5,46
P03C;3;HT;118;1;118;118;0;een;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;7,41
P03C;3;HT;0;0;0;0;0;lichaam;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;5,23
P03C;3;HT;264;1;264;264;0;toch?;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;6
P03C;3;HT;184;1;184;184;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P03C;3;HT;244;1;244;244;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P03C;3;HT;186;1;186;186;0;Goed;CS;Not;1;Not;Not;Not;0;0;6,2
P03C;3;HT;136;1;136;136;0;dan;CS;Not;1;Not;Not;Not;0;0;6,62
P03C;3;HT;134;1;134;134;0;Als;Non-UCP;Not;1;Not;Not;Not;0;0;6,8
P03C;3;HT;432;2;256;432;0;leermeester;Non-UCP;Error;2;Accuracy;Minor;AccMin;1;1;3,23
P03C;3;HT;0;0;0;0;0;in;Non-UCP;Error;2;Accuracy;Minor;AccMin;1;1;7,36
P03C;3;HT;238;1;238;238;1;de;Non-UCP;Error;2;Accuracy;Minor;AccMin;1;1;7,73
P03C;3;HT;0;0;0;0;0;kunst;Non-UCP;Error;2;Accuracy;Minor;AccMin;1;1;4,98
P03C;3;HT;218;1;218;218;0;raad;Non-UCP;Not;1;Not;Not;Not;0;0;5,06
P03C;3;HT;254;1;254;254;0;ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;0;0;0;0;0;dit;Non-UCP;Not;1;Not;Not;Not;0;0;6,61
P03C;3;HT;278;1;278;278;0;lichaam;Non-UCP;Not;1;Not;Not;Not;0;0;5,23
P03C;3;HT;0;0;0;0;0;aan;Non-UCP;Not;1;Not;Not;Not;0;0;6,76
P03C;3;HT;86;1;86;86;0;Hij;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,7
P03C;3;HT;160;1;160;160;0;wees;Non-UCP;Not;1;Not;Not;Kudos;0;0;4,96
P03C;3;HT;190;1;190;190;0;naar;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,65
P03C;3;HT;170;1;170;170;0;het;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,49
P03C;3;HT;342;2;158;342;0;gezichtloze;CS;Not;1;Not;Not;Kudos;0;0;1,18
P03C;3;HT;100;1;100;100;0;lichaam;CS;Not;1;Not;Not;Kudos;0;0;5,23
P03C;3;HT;0;0;0;0;0;van;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,51
P03C;3;HT;180;1;180;180;0;een;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,41
P03C;3;HT;0;0;0;0;0;vrouw;Non-UCP;Not;1;Not;Not;Kudos;0;0;5,73
P03C;3;HT;0;0;0;0;0;die;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,9
P03C;3;HT;1204;5;282;1204;0;uitgedroogde;Non-UCP;Not;1;Not;Not;Kudos;0;0;2,4
P03C;3;HT;284;1;284;284;1;halmen;Non-UCP;Not;1;Not;Not;Kudos;0;0;1,84
P03C;3;HT;182;1;182;182;0;naar;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,65
P03C;3;HT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,41
P03C;3;HT;1054;6;88;1054;0;verbrandingston;Non-UCP;Not;1;Not;Not;Kudos;0;0;0
P03C;3;HT;276;1;276;276;0;droeg;Non-UCP;Not;1;Not;Not;Kudos;0;0;4,48
P03C;3;HT;128;1;128;128;0;Tja;Reproduction;Not;1;Not;Not;Kudos;0;0;4,17
P03C;3;HT;148;1;148;148;0;zei;Non-UCP;Not;1;Not;Not;Kudos;0;0;5,52
P03C;3;HT;830;3;164;302;0;Leora;Non-UCP;Not;1;Not;Not;Kudos;0;0;1,56
P03C;3;HT;326;2;122;326;0;Duncan;Non-UCP;Not;1;Not;Not;Kudos;0;0;3,59
P03C;3;HT;158;1;158;158;0;dat;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,1
P03C;3;HT;0;0;0;0;0;zijn;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,96
P03C;3;HT;502;2;360;502;0;eerder;Non-UCP;Not;1;Not;Not;Kudos;0;0;5,39
P03C;3;HT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,73
P03C;3;HT;350;2;222;350;0;ruimers;CS;Not;1;Not;Not;Kudos;0;0;1,5
P03C;3;HT;322;1;322;322;0;toch?;Non-UCP;Not;1;Not;Not;Kudos;0;0;6
P03C;3;HT;0;0;0;0;0;Ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;224;1;224;224;0;bedoel;Non-UCP;Not;1;Not;Not;Not;0;0;4,83
P03C;3;HT;202;1;202;202;0;ik;CS;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;428;2;212;428;1;verleen;CS;Not;1;Not;Not;Not;0;0;2,34
P03C;3;HT;254;1;254;254;0;bijstand;CS;Not;1;Not;Not;Not;0;0;4,07
P03C;3;HT;0;0;0;0;0;Ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;172;1;172;172;0;heb;Non-UCP;Not;1;Not;Not;Not;0;0;6,38
P03C;3;HT;230;1;230;230;0;niets;Non-UCP;Not;1;Not;Not;Not;0;0;5,65
P03C;3;HT;152;1;152;152;0;met;Non-UCP;Not;1;Not;Not;Not;0;0;7
P03C;3;HT;0;0;0;0;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P03C;3;HT;740;4;86;304;0;ruimen;Non-UCP;Not;1;Not;Not;Not;0;0;4,05
P03C;3;HT;382;2;260;382;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;124;1;124;124;0;doen;Non-UCP;Not;1;Not;Not;Not;0;0;6,13
P03C;3;HT;170;1;170;170;1;De;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P03C;3;HT;368;2;218;368;0;schilder;Non-UCP;Not;1;Not;Not;Not;0;0;4,13
P03C;3;HT;256;1;256;256;0;klapte;Non-UCP;Not;1;Not;Not;Not;0;0;2,95
P03C;3;HT;268;2;104;268;1;met;Reproduction;Not;1;Not;Not;Not;0;0;7
P03C;3;HT;464;2;210;464;0;geveinsde;Reproduction;Not;1;Not;Not;Not;0;0;1,99
P03C;3;HT;486;3;220;220;0;verrukking;Reproduction;Not;1;Not;Not;Not;0;0;2,43
P03C;3;HT;0;0;0;0;0;in;Non-UCP;Not;1;Not;Not;Not;0;0;7,36
P03C;3;HT;376;2;120;376;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P03C;3;HT;154;1;154;154;0;handen;Non-UCP;Not;1;Not;Not;Not;0;0;5,23
P03C;3;HT;0;0;0;0;0;U;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;186;1;186;186;0;zegt;Non-UCP;Not;1;Not;Not;Not;0;0;5,7
P03C;3;HT;586;1;586;586;0;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P03C;3;HT;0;0;0;0;0;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;344;2;196;344;1;geen;Non-UCP;Not;1;Not;Not;Not;0;0;6,42
P03C;3;HT;146;1;146;146;0;verstand;Non-UCP;Not;1;Not;Not;Not;0;0;4,43
P03C;3;HT;0;0;0;0;0;hebt;Non-UCP;Not;1;Not;Not;Not;0;0;5,75
P03C;3;HT;0;0;0;0;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;0;0;0;0;0;kunst;Non-UCP;Not;1;Not;Not;Not;0;0;4,98
P03C;3;HT;242;1;242;242;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P03C;3;HT;196;1;196;196;0;laat;Non-UCP;Not;1;Not;Not;Not;0;0;5,84
P03C;3;HT;268;2;66;268;0;meteen;Non-UCP;Not;1;Not;Not;Not;0;0;5,22
P03C;3;HT;408;2;276;276;0;daarna;Non-UCP;Not;1;Not;Not;Not;0;0;5,36
P03C;3;HT;172;1;172;172;0;zien;Non-UCP;Not;1;Not;Not;Not;0;0;6,05
P03C;3;HT;628;2;450;628;0;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P03C;3;HT;0;0;0;0;0;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;0;0;0;0;0;er;Non-UCP;Not;1;Not;Not;Not;0;0;6,78
P03C;3;HT;518;3;282;518;0;meer;Non-UCP;Not;1;Not;Not;Not;0;0;6,44
P03C;3;HT;0;0;0;0;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;636;2;434;636;0;weet;Non-UCP;Not;1;Not;Not;Not;0;0;5,89
P03C;3;HT;208;1;208;208;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P03C;3;HT;0;0;0;0;0;ik!;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;1056;5;154;1056;1;Halmendraagster;Reproduction;Not;1;Not;Not;Not;0;0;0
P03C;3;HT;274;1;274;274;0;past;Non-UCP;Not;1;Not;Not;Not;0;0;4,7
P03C;3;HT;246;2;144;246;0;inderdaad;Non-UCP;Not;1;Not;Not;Not;0;0;5,13
P03C;3;HT;0;0;0;0;0;niet;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P03C;3;HT;332;2;132;332;0;bij;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P03C;3;HT;122;1;122;122;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;518;4;94;518;0;begeleidster!;Non-UCP;Not;1;Not;Not;Not;0;0;2,32
P03C;3;HT;246;1;246;246;0;Een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;434;2;300;434;0;knipster;Non-UCP;Not;1;Not;Not;Not;0;0;0
P03C;3;HT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;386;2;166;386;0;snoeister;Reproduction;Not;1;Not;Not;Not;0;0;0
P03C;3;HT;200;1;200;200;0;dat;CS;Not;1;Not;Not;Not;0;0;7,1
P03C;3;HT;0;0;0;0;0;is;CS;Not;1;Not;Not;Not;0;0;7,2
P03C;3;HT;0;0;0;0;0;meer;CS;Not;1;Not;Not;Not;0;0;6,44
P03C;3;HT;418;2;306;306;0;uw;CS;Not;1;Not;Not;Not;0;0;5,78
P03C;3;HT;816;4;192;816;1;werkveld;CS;Not;1;Not;Not;Not;0;0;2,92
P03C;3;HT;0;0;0;0;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P03C;3;HT;220;1;220;220;0;weest;Non-UCP;Not;1;Not;Not;Not;0;0;2,75
P03C;3;HT;214;1;214;214;0;naar;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P03C;3;HT;280;2;188;280;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;170;1;170;170;0;figuur;Non-UCP;Not;1;Not;Not;Not;0;0;4,4
P03C;3;HT;0;0;0;0;0;in;Non-UCP;Not;1;Not;Not;Not;0;0;7,36
P03C;3;HT;514;3;104;514;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P03C;3;HT;0;0;0;0;0;paars;Non-UCP;Not;1;Not;Not;Not;0;0;3,95
P03C;3;HT;190;1;190;190;0;die;Non-UCP;Not;1;Not;Not;Not;0;0;6,9
P03C;3;HT;320;1;320;320;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;184;1;184;184;0;dode;Non-UCP;Not;1;Not;Not;Not;0;0;4,61
P03C;3;HT;0;0;0;0;0;tak;Non-UCP;Not;1;Not;Not;Not;0;0;4,1
P03C;3;HT;172;1;172;172;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;340;2;194;340;0;appelboom;Non-UCP;Not;1;Not;Not;Not;0;0;2,75
P03C;3;HT;360;1;360;360;0;zaagde;Non-UCP;Not;1;Not;Not;Not;0;0;1,84
P03C;3;HT;198;1;198;198;1;Wat;Non-UCP;Not;1;Not;Not;Not;0;0;6,58
P03C;3;HT;178;1;178;178;0;dacht;Non-UCP;Not;1;Not;Not;Not;0;0;5,24
P03C;3;HT;0;0;0;0;0;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;530;2;362;530;1;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;0;0;0;0;0;deze?;Non-UCP;Not;1;Not;Not;Not;0;0;6,51
P03C;3;HT;310;2;160;160;0;vroeg;Non-UCP;Not;1;Not;Not;Not;0;0;5,35
P03C;3;HT;196;1;196;196;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P03C;3;HT;0;0;0;0;0;Is;Non-UCP;Not;1;Not;Not;Not;0;0;7,2
P03C;3;HT;290;1;290;290;0;zij;Non-UCP;Not;1;Not;Not;Not;0;0;5,97
P03C;3;HT;156;1;156;156;0;misschien;Non-UCP;Not;1;Not;Not;Not;0;0;5,68
P03C;3;HT;400;3;84;400;1;wat?;Non-UCP;Not;1;Not;Not;Not;0;0;6,58
P03C;3;HT;388;2;184;388;0;Gossie;Reproduction;Not;1;Not;Not;Not;0;0;2,72
P03C;3;HT;262;1;262;262;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P03C;3;HT;0;0;0;0;0;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P03C;3;HT;0;0;0;0;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P03C;3;HT;222;1;222;222;1;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P03C;3;HT;248;1;248;248;0;bloosde;Non-UCP;Not;1;Not;Not;Not;0;0;1,99
P03C;3;HT;290;1;290;290;0;ineens;Non-UCP;Not;1;Not;Not;Not;0;0;4,67
P03C;3;HT;246;1;246;246;0;nederig;Non-UCP;Not;1;Not;Not;Not;0;0;3
P03C;3;HT;166;1;166;166;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P03C;3;HT;220;1;220;220;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P03C;3;HT;168;1;168;168;1;zou;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P03C;3;HT;218;1;218;218;0;ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P03C;3;HT;240;1;240;240;0;naast;Non-UCP;Not;1;Not;Not;Not;0;0;5,37
P03C;3;HT;140;1;140;140;0;dokter;Non-UCP;Not;1;Not;Not;Not;0;0;4,51
P03C;3;HT;0;0;0;0;0;Hitz;Non-UCP;Not;1;Not;Not;Not;0;0;1,88
P03C;3;HT;394;1;394;394;0;komen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P03C;3;HT;246;1;246;246;1;te;Non-UCP;Not;1;Not;Not;Not;0;0;7,02
P03C;3;HT;270;2;92;270;0;staan;Non-UCP;Not;1;Not;Not;Not;0;0;5,71
P03C;3;HT;0;0;0;0;0;Vind;Non-UCP;Not;1;Not;Not;Not;0;0;5,73
P03C;3;HT;202;1;202;202;1;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;238;1;238;238;0;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P03C;3;HT;668;3;282;282;0;vervelend?;Non-UCP;Not;1;Not;Not;Not;0;0;4,35
P03C;3;HT;394;2;356;394;0;vroeg;Non-UCP;Not;1;Not;Not;Not;0;0;5,35
P03C;3;HT;0;0;0;0;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P03C;3;HT;184;1;184;184;0;Grote;CS;Not;1;Not;Not;Kudos;0;0;5,85
P03C;3;HT;434;3;164;434;0;grutjes;CS;Not;1;Not;Not;Kudos;0;0;2,04
P03C;3;HT;0;0;0;0;0;nee!;Non-UCP;Not;1;Not;Not;Not;0;0;5,63
P03C;3;HT;198;1;198;198;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P03C;3;HT;108;1;108;108;3;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P03C;3;HT;0;0;0;0;0;Het;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,49
P03C;3;HT;174;1;174;174;0;is;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,2
P03C;3;HT;0;0;0;0;0;het;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,49
P03C;3;HT;412;1;412;412;0;is;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,2
P03C;3;HT;538;3;200;200;1;alleen;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,09
P03C;3;HT;172;1;172;172;1;wel;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,4
P03C;3;HT;344;2;168;344;1;een;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,41
P03C;3;HT;68;1;68;68;1;enorme;Non-UCP;Not;1;Not;Not;Kudos;0;0;4,87
P03C;3;HT;180;1;180;180;0;eer;Non-UCP;Not;1;Not;Not;Kudos;0;0;4,59
P03C;3;HT;110;1;110;110;0;Aha;CS;Not;1;Not;Not;Not;0;0;3,57
P03C;3;HT;180;1;180;180;0;u;CS;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;322;2;146;322;0;heeft;CS;Not;1;Not;Not;Not;0;0;6,56
P03C;3;HT;444;2;174;174;0;hem;CS;Not;1;Not;Not;Not;0;0;5,91
P03C;3;HT;130;1;130;130;0;hoog;CS;Not;1;Not;Not;Not;0;0;5,04
P03C;3;HT;306;2;110;306;2;zitten;CS;Not;1;Not;Not;Not;0;0;5,56
P03C;3;HT;118;1;118;118;1;h?;CS;Not;1;Not;Not;Not;0;0;5,04
P03C;3;HT;406;2;140;406;1;vroeg;Non-UCP;Not;1;Not;Not;Not;0;0;5,35
P03C;3;HT;0;0;0;0;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P03C;3;HT;168;1;168;168;0;Wie;Non-UCP;Not;1;Not;Not;Kudos;0;0;5,89
P03C;3;HT;1690;8;412;1048;0;bewondert;Non-UCP;Not;1;Not;Not;Kudos;0;0;2,71
P03C;3;HT;408;2;294;294;0;hem;Non-UCP;Not;1;Not;Not;Kudos;0;0;5,91
P03C;3;HT;662;2;520;520;0;niet?;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;6,96
P03C;3;HT;700;3;290;290;0;zei;Non-UCP;Not;1;Not;Not;Kudos;0;0;5,52
P03C;3;HT;336;1;336;336;0;ze;Non-UCP;Not;1;Not;Not;Kudos;0;0;6,69
P03C;3;HT;580;1;580;580;0;in;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,36
P03C;3;HT;974;4;248;438;0;aanbidding;Non-UCP;Not;1;Not;Not;Kudos;0;0;3,21
P03C;3;HT;464;2;282;282;0;van;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,51
P03C;3;HT;0;0;0;0;0;het;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,49
P03C;3;HT;384;2;192;192;0;portret;Non-UCP;Not;1;Not;Not;Kudos;0;0;4,2
P03C;3;HT;352;2;188;188;0;van;Non-UCP;Not;1;Not;Not;Kudos;0;0;7,51
P03C;3;HT;158;1;158;158;0;Hitz;Non-UCP;Not;1;Not;Not;Kudos;0;0;1,88
P03C;3;HT;202;1;202;202;0;Het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P03C;3;HT;200;1;200;200;2;was;Non-UCP;Not;1;Not;Not;Not;0;0;6,61
P03C;3;HT;478;2;272;272;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P03C;3;HT;142;1;142;142;0;portret;Non-UCP;Not;1;Not;Not;Not;0;0;4,2
P03C;3;HT;0;0;0;0;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P03C;3;HT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P03C;3;HT;1058;6;232;762;0;gebruinde;Non-UCP;Not;1;Not;Not;Not;0;0;2,12
P03C;3;HT;1308;3;844;844;0;witharige;Non-UCP;Not;1;Not;Not;Not;0;0;1,76
P03C;3;HT;536;2;240;536;1;almachtige;Non-UCP;Not;1;Not;Not;Not;0;0;3,11
P03C;3;HT;492;2;86;86;1;Zeus;Non-UCP;Not;1;Not;Not;Not;0;0;3,48
P03C;3;HT;868;4;184;868;0;tweehonderdveertig;Non-UCP;Not;1;Not;Not;Not;0;0;0
P03C;3;HT;374;1;374;374;0;jaar;Non-UCP;Not;1;Not;Not;Not;0;0;6,25
P03C;3;HT;0;0;0;0;0;oud;Non-UCP;Not;1;Not;Not;Not;0;0;5,34
P03C;3;HT;90;1;90;90;1;Wie;Non-UCP;Not;1;Not;Not;Not;0;0;5,89
P03C;3;HT;362;3;86;228;0;bewondert;Non-UCP;Not;1;Not;Not;Not;0;0;2,71
P03C;3;HT;200;1;200;200;0;hem;Non-UCP;Not;1;Not;Not;Not;0;0;5,91
P03C;3;HT;516;3;140;516;1;niet?;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P03C;3;HT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P03C;3;HT;298;1;298;298;1;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P03C;3;HT;396;3;152;396;0;weer;Non-UCP;Not;1;Not;Not;Not;0;0;6,05
P03C;3;HT;0;0;0;0;0;Hij;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;6,7
P03C;3;HT;1000;4;332;752;0;was;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;6,61
P03C;3;HT;800;4;210;502;0;verantwoordelijk;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;4,88
P03C;3;HT;330;2;252;252;0;voor;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;7,05
P03C;3;HT;96;1;96;96;1;de;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;7,73
P03C;3;HT;224;1;224;224;1;allereerste;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;4,1
P03C;3;HT;430;2;250;430;0;gaskamer;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;2,68
P03C;3;HT;0;0;0;0;0;in;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;7,36
P03C;3;HT;356;2;152;356;1;Chicago;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;4,22
P03C;3;HT;126;1;126;126;0;Niets;Reproduction;Not;1;Not;Not;Not;0;0;5,65
P03C;3;HT;138;1;138;138;0;zou;Reproduction;Not;1;Not;Not;Not;0;0;6,17
P03C;3;HT;260;1;260;260;0;me;Reproduction;Not;1;Not;Not;Not;0;0;6,25
P03C;3;HT;344;2;210;344;0;meer;Reproduction;Not;1;Not;Not;Not;0;0;6,44
P03C;3;HT;230;2;62;230;1;plezieren;Reproduction;Not;1;Not;Not;Not;0;0;3,07
P03C;3;HT;0;0;0;0;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P03C;3;HT;140;1;140;140;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P03C;3;HT;270;1;270;270;0;schilder;Non-UCP;Not;1;Not;Not;Not;0;0;4,13
P03C;3;HT;0;0;0;0;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P03C;3;HT;398;2;278;278;0;u;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P03C;3;HT;380;2;152;380;0;voor;Non-UCP;Not;1;Not;Not;Not;0;0;7,05
P03C;3;HT;350;2;156;350;1;altijd;Non-UCP;Not;1;Not;Not;Not;0;0;5,9
P03C;3;HT;252;1;252;252;0;naast;Non-UCP;Not;1;Not;Not;Not;0;0;5,37
P03C;3;HT;374;1;374;374;1;hem;Non-UCP;Not;1;Not;Not;Not;0;0;5,91
